brand,cpu,gpu,os,storage_type,ram_gb,storage_gb,screen_inches,rating,warranty_years,cpu_physical_cores,cpu_threads,year,price
Toshiba,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,4.0,128.0,14.0,,,,,,98100.0
Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,512.0,14.0,,,,,,224910.0
MSI,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,Windows 10,ssd,8.0,256.0,15.6,,,,,,107910.0
Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,14.0,,,,,,168750.0
Toshiba,Intel Pentium Dual Core 4405U 2.1GHz,Intel HD Graphics 510,Windows 10,ssd,4.0,128.0,14.0,,,,,,44910.0
Asus,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,13.3,,,,,,122220.0
Dell,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,Windows 10,hdd,4.0,500.0,14.0,,,,,,52650.0
Acer,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,Chrome OS,ssd,4.0,32.0,11.6,,,,,,31950.0
Acer,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,128.0,14.0,,,,,,55710.0
Razer,Intel Core i7 7820HK 2.9GHz,Nvidia GeForce GTX 1080,Windows 10,ssd,32.0,512.0,17.3,,,,,,494910.0
Lenovo,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,Windows 10,ssd,16.0,512.0,14.0,,,,,,188910.0
Asus,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 920,Linux,hdd,4.0,1024.0,15.6,,,,,,46710.0
Lenovo,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,ssd,8.0,256.0,14.0,,,,,,106740.0
Lenovo,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,14.0,,,,,,148500.0
Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,Windows 10,ssd,16.0,1280.0,15.6,,,,,,249716.7
Asus,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,Windows 10,ssd,16.0,1280.0,17.3,,,,,,217710.0
Toshiba,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,Windows 10,hdd,4.0,500.0,15.6,,,,,,60210.0
Lenovo,Intel Celeron Quad Core N3160 1.6GHz,Intel HD Graphics 400,Chrome OS,ssd,4.0,16.0,14.0,,,,,,29250.0
Asus,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,hdd,8.0,128.0,15.6,,,,,,53100.0
Asus,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1060,Windows 10,ssd,16.0,1536.0,17.3,,,,,,161910.0
Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,Windows 10,ssd,32.0,1536.0,17.3,,,,,,276560.1
HP,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 930MX,Windows 10,hdd,8.0,1024.0,17.3,,,,,,81900.0
Dell,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,128.0,15.6,,,,,,64259.1
HP,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,Windows 7,ssd,8.0,512.0,14.0,,,,,,168300.0
Dell,Intel Core i7 7500U 2.7GHz,AMD Radeon R5 M420,Windows 10,ssd,4.0,256.0,15.6,,,,,,66510.0
HP,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,Chrome OS,ssd,4.0,32.0,11.6,,,,,,55350.0
Asus,Intel Core i5 6200U 2.3GHz,Nvidia GeForce 940M,Windows 10,ssd,8.0,512.0,13.3,,,,,,92340.0
HP,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,13.3,,,,,,204930.0
HP,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,Windows 10,ssd,8.0,512.0,14.0,,,,,,132120.0
HP,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,No OS,ssd,4.0,128.0,15.6,,,,,,26910.0
Asus,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,Windows 10,ssd,16.0,1152.0,15.6,,,,,,170910.0
Dell,Intel Core i7 7500U 2.7GHz,AMD Radeon R7 M445,Linux,hdd,8.0,1024.0,17.3,,,,,,77850.0
Lenovo,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GT 940MX,Windows 10,ssd,8.0,256.0,14.0,,,,,,171270.0
Asus,Intel Core i7 7500U 2.7GHz,Nvidia GeForce GTX 930MX,Windows 10,ssd,8.0,256.0,15.6,,,,,,70830.0
Dell,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,128.0,15.6,,,,,,85050.0
Asus,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,Windows 10,hdd,4.0,1024.0,15.6,,,,,,40410.0
HP,Intel Core i7 7600U 2.8GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,13.3,,,,,,230310.0
Dell,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,hdd,8.0,1024.0,13.3,,,,,,58410.0
Lenovo,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,No OS,hdd,4.0,1024.0,15.6,,,,,,42210.0
Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,hdd,8.0,1024.0,15.6,,,,,,76559.4
HP,Intel Core i5 7300U 2.6GHz,AMD Radeon R7 M465,Windows 10,ssd,8.0,256.0,15.6,,,,,,121410.0
Toshiba,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,4.0,128.0,13.3,,,,,,115650.0
Lenovo,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,No OS,hdd,8.0,1024.0,15.6,,,,,,91530.0
Dell,Intel Core i7 7660U 2.5GHz,Intel Iris Plus Graphics 640,Windows 10,ssd,16.0,512.0,13.3,,,,,,201600.0
HP,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,hdd,4.0,500.0,15.6,,,,,,81900.0
Toshiba,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,ssd,8.0,256.0,13.3,,,,,,98550.0
Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,13.3,,,,,,175500.0
Acer,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,14.0,,,,,,81180.0
Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia Quadro M620,Windows 10,hdd,8.0,1024.0,15.6,,,,,,160020.0
Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,hdd,4.0,500.0,15.6,,,,,,94950.0
Lenovo,Intel Core i3 6006U 2.0GHz,AMD Radeon R5 M430,No OS,hdd,4.0,1024.0,15.6,,,,,,43110.0
Toshiba,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,15.6,,,,,,124920.0
Lenovo,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,Windows 10,ssd,4.0,180.0,13.3,,,,,,66150.0
Samsung,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,Windows 10,ssd,16.0,256.0,15.0,,,,,,166410.0
Dell,Intel Core i7 7600U 2.8GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,12.5,,,,,,152100.0
Asus,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,Linux,hdd,4.0,1024.0,15.6,,,,,,35909.1
Xiaomi,Intel Core i5 6200U 2.3GHz,Nvidia GeForce 940MX,Windows 10,ssd,8.0,256.0,13.3,,,,,,84150.0
Dell,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 940MX,Windows 10,ssd,4.0,1152.0,15.6,,,,,,82125.0
HP,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,4.0,256.0,15.6,,,,,,75510.0
HP,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,4.0,256.0,13.3,,,,,,153000.0
HP,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,hdd,4.0,500.0,15.6,,,,,,61631.99999999999
Asus,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,Windows 10,ssd,4.0,32.0,14.1,,,,,,31320.0
Lenovo,Intel Core i7 6500U 2.5GHz,Nvidia GeForce 940MX,Windows 10,hdd,8.0,1024.0,15.6,,,,,,60210.0
Dell,Intel Pentium Quad Core N3710 1.6GHz,Intel HD Graphics,Windows 10,hdd,4.0,500.0,15.6,,,,,,33210.0
HP,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,4.0,256.0,13.3,,,,,,161910.0
Dell,Intel Core i3 6006U 2.0GHz,AMD Radeon R5 M420X,Linux,hdd,4.0,1024.0,15.6,,,,,,41013.0
Asus,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,Windows 10,ssd,12.0,1152.0,17.3,,,,,,123291.00000000001
Acer,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,Chrome OS,ssd,4.0,32.0,11.6,,,,,,26730.0
Lenovo,AMD A4-Series 7210 2.2GHz,AMD Radeon R3,Windows 10,hdd,4.0,500.0,17.3,,,,,,34110.0
HP,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,4.0,128.0,14.0,,,,,,113850.0
HP,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,16.0,256.0,13.3,,,,,,125910.0
Samsung,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,15.0,,,,,,152910.0
Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,14.0,,,,,,161910.0
MSI,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1060,Windows 10,ssd,16.0,2560.0,17.3,,,,,,238410.0
Toshiba,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,13.3,,,,,,132750.0
Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050Ti,Linux,hdd,8.0,1024.0,15.6,,,,,,83610.0
HP,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 930MX,Windows 10,hdd,8.0,1024.0,15.6,,,,,,81000.0
Dell,Intel Core i3 6006U 2.0GHz,AMD Radeon R5 M420X,Windows 10,hdd,4.0,1024.0,15.6,,,,,,55260.0
Dell,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,Windows 10,hdd,8.0,500.0,15.6,,,,,,84150.0
Dell,Intel Core i7 7Y75 1.3GHz,Intel HD Graphics 615,Windows 10,ssd,8.0,512.0,13.3,,,,,,181179.0
Asus,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 980M,Windows 10,ssd,32.0,512.0,17.3,,,,,,115110.0
Dell,Intel Core i7 7Y75 1.3GHz,Intel HD Graphics 615,Windows 10,ssd,16.0,256.0,13.3,,,,,,148410.0
Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,14.0,,,,,,184410.0
Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,512.0,15.6,,,,,,176669.1
LG,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,16.0,512.0,15.6,,,,,,188910.0
HP,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,512.0,12.5,,,,,,133470.0
Acer,Intel Celeron Dual Core 3205U 1.5GHz,Intel HD Graphics,Chrome OS,ssd,4.0,16.0,15.6,,,,,,32310.0
Lenovo,Intel Core i5 6300HQ 2.3GHz,Nvidia GeForce GTX 960M,Windows 10,ssd,8.0,1152.0,15.6,,,,,,71010.0
LG,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,512.0,14.0,,,,,,170910.0
Dell,Intel Core i5 7440HQ 2.8GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,14.0,,,,,,108450.0
HP,Intel Core M 6Y75 1.2GHz,Intel HD Graphics 515,Windows 10,ssd,8.0,240.0,12.5,,,,,,279000.0
Lenovo,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,Windows 10,ssd,6.0,256.0,15.6,,,,,,71010.0
HP,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 930MX,Windows 10,ssd,8.0,256.0,15.6,,,,,,91709.1
Acer,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,Windows 10,hdd,4.0,1024.0,15.6,,,,,,44910.0
Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,4.0,128.0,13.3,,,,,,79290.0
HP,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,13.3,,,,,,86400.0
MSI,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,Windows 10,ssd,16.0,1280.0,17.3,,,,,,143910.0
Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,Windows 10,ssd,16.0,1152.0,15.6,,,,,,121410.0
MSI,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,Windows 10,ssd,8.0,1152.0,15.6,,,,,,100791.90000000001
Dell,Intel Core i5 7200U 2.5GHz,AMD Radeon R5 M420,Windows 10,hdd,4.0,1024.0,15.6,,,,,,61649.1
HP,Intel Core i7 6500U 2.5GHz,AMD Radeon R7 M365X,Windows 10,ssd,8.0,256.0,15.6,,,,,,116729.1
HP,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,13.3,,,,,,103410.0
Toshiba,Intel Core i7 6600U 2.6GHz,Nvidia GeForce 930M,Windows 10,ssd,16.0,256.0,15.6,,,,,,177750.0
Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,512.0,13.3,,,,,,164250.0
Dell,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,hdd,4.0,500.0,15.6,,,,,,65691.0
Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,12.5,,,,,,148500.0
HP,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,ssd,8.0,256.0,15.6,,,,,,104850.0
Dell,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,hdd,4.0,1024.0,15.6,,,,,,63725.399999999994
HP,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,hdd,4.0,500.0,14.0,,,,,,103410.0
Lenovo,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,Windows 10,hdd,4.0,1024.0,15.6,,,,,,27810.0
HP,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,hdd,4.0,500.0,12.5,,,,,,142110.0
HP,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,No OS,hdd,4.0,1024.0,15.6,,,,,,26000.999999999996
Lenovo,Intel Core i7 6560U 2.2GHz,Intel Iris Graphics 540,Windows 10,ssd,16.0,1024.0,13.3,,,,,,161910.0
Toshiba,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,ssd,4.0,128.0,14.0,,,,,,99450.0
HP,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,ssd,8.0,256.0,12.5,,,,,,150210.0
Dell,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,Windows 10,hdd,4.0,1024.0,15.6,,,,,,50274.0
MSI,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,Windows 10,ssd,8.0,1152.0,15.6,,,,,,107910.0
Dell,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,14.0,,,,,,147510.0
Dell,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 1080,Windows 10,ssd,16.0,1536.0,17.3,,,,,,248220.0
HP,Intel Core i5 6300HQ 2.3GHz,Nvidia GeForce GTX 965M,Windows 10,ssd,8.0,1152.0,17.3,,,,,,125910.0
Asus,Intel Pentium Quad Core N3710 1.6GHz,Nvidia GeForce 920MX,Windows 10,hdd,4.0,1024.0,17.3,,,,,,47700.0
Acer,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,hdd,4.0,500.0,15.6,,,,,,55710.0
Toshiba,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,ssd,8.0,256.0,15.6,,,,,,100710.0
Lenovo,Intel Core M m7-6Y75 1.2GHz,Intel HD Graphics 515,Windows 10,ssd,8.0,256.0,11.3,,,,,,116910.0
Lenovo,AMD FX 8800P 2.1GHz,AMD Radeon R9 M385,Windows 10,ssd,16.0,1536.0,15.6,,,,,,89910.0
Dell,Intel Core i5 7200U 2.5GHz,Intel HD Graphics,Windows 10,ssd,8.0,256.0,12.5,,,,,,132498.0
Lenovo,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 920MX,No OS,hdd,8.0,1024.0,15.6,,,,,,61650.0
Dell,Intel Core i3 6006U 2.0GHz,AMD Radeon R7 M445,Windows 10,hdd,4.0,1024.0,17.3,,,,,,59310.0
Acer,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,Chrome OS,ssd,4.0,32.0,14.0,,,,,,31410.0
HP,Intel Core i7 6820HQ 2.7GHz,Nvidia Quadro M1000M,Windows 10,ssd,8.0,8.0,15.6,,,,,,202410.0
Dell,Intel Core i7 7600U 2.8GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,14.0,,,,,,159750.0
Toshiba,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 7,ssd,8.0,256.0,13.3,,,,,,131400.0
Asus,Intel Core M M7-6Y75 1.2GHz,Intel HD Graphics 515,Chrome OS,ssd,8.0,64.0,12.5,,,,,,104310.0
Lenovo,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,Windows 10,ssd,8.0,256.0,14.0,,,,,,134009.1
Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,Windows 10,ssd,16.0,1536.0,17.3,,,,,,283860.0
Dell,Intel Core i5 7Y54 1.2GHz,Intel HD Graphics 615,Windows 10,ssd,8.0,256.0,13.3,,,,,,170910.0
HP,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,Windows 10,ssd,4.0,256.0,11.6,,,,,,69750.0
Dell,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,Windows 10,ssd,8.0,256.0,13.3,,,,,,114120.0
Acer,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,Chrome OS,ssd,4.0,32.0,11.6,,,,,,35010.0
Toshiba,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,Windows 10,ssd,8.0,256.0,13.3,,,,,,138150.0
Lenovo,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,12.5,,,,,,158400.0
Acer,Intel Core i5 7200U 2.5GHz,Nvidia GeForce GTX 950M,Windows 10,ssd,12.0,1152.0,15.6,,,,,,90810.0
Toshiba,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,512.0,12.5,,,,,,161100.0
HP,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 930MX,Windows 10,hdd,8.0,1024.0,15.6,,,,,,76185.0
Dell,Intel Core i3 6006U 2.0GHz,AMD Radeon R5 M430,Linux,hdd,4.0,1024.0,15.6,,,,,,41905.8
Dell,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,hdd,4.0,500.0,15.6,,,,,,74250.0
HP,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,Windows 10,hdd,4.0,500.0,15.6,,,,,,61650.0
Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,Windows 10,ssd,32.0,1280.0,17.3,,,,,,283410.0
Lenovo,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 920MX,Windows 10,ssd,6.0,256.0,15.6,,,,,,62550.0
Dell,Intel Core i7 7Y75 1.3GHz,Intel HD Graphics 615,Windows 10,ssd,16.0,512.0,13.3,,,,,,170910.0
Dell,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,Windows 10,ssd,8.0,256.0,14.0,,,,,,176668.2
Dell,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1070,Windows 10,ssd,32.0,1280.0,17.3,,,,,,252000.0
Toshiba,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,ssd,8.0,256.0,14.0,,,,,,106200.0
Asus,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,Windows 10,ssd,16.0,1280.0,17.3,,,,,,184491.0
HP,Intel Core i5 7200U 2.7GHz,Nvidia GeForce 930MX,Windows 10,ssd,8.0,1152.0,15.6,,,,,,88110.0
Lenovo,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 7,hybrid,4.0,508.0,14.0,,,,,,90180.0
Asus,Intel Core i7 7500U 2.7GHz,Nvidia GeForce GTX 950M,Windows 10,ssd,16.0,2560.0,15.6,,,,,,161910.0
HP,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,hdd,6.0,1024.0,15.6,,,,,,52110.0
Asus,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,Windows 10,ssd,16.0,1280.0,17.3,,,,,,157410.0
Dell,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,12.0,512.0,15.6,,,,,,116910.0
Toshiba,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 7,ssd,4.0,128.0,13.3,,,,,,107550.0
Lenovo,AMD A12-Series 9720P 3.6GHz,AMD Radeon 530,Windows 10,ssd,6.0,256.0,15.6,,,,,,49410.0
Fujitsu,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,ssd,4.0,256.0,15.6,,,,,,58410.0
Toshiba,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,hdd,4.0,500.0,14.0,,,,,,82350.0
Dell,Intel Core i5 7200U 2.5GHz,AMD Radeon R5 M430,Windows 10,hdd,4.0,500.0,15.6,,,,,,53910.0
HP,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,hdd,8.0,1024.0,15.6,,,,,,72540.0
Lenovo,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,Windows 10,ssd,8.0,1152.0,15.6,,,,,,107010.0
Dell,Intel Core i7 7500U 2.7GHz,AMD Radeon R7 M445,Windows 10,hdd,8.0,1024.0,15.6,,,,,,67410.0
Dell,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,128.0,14.0,,,,,,100710.0
HP,Intel Core M 6Y75 1.2GHz,Intel HD Graphics 515,Windows 10,ssd,8.0,512.0,12.5,,,,,,171720.0
HP,Intel Core i3 6006U 2.0GHz,AMD Radeon 520,Windows 10,ssd,4.0,1152.0,15.6,,,,,,44910.0
Lenovo,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,No OS,ssd,4.0,128.0,15.6,,,,,,24355.8
Lenovo,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,ssd,8.0,256.0,15.6,,,,,,121410.0
Dell,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,13.3,,,,,,80010.0
Asus,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,13.3,,,,,,103500.0
HP,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,13.3,,,,,,121410.0
Acer,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,Windows 10,hdd,4.0,500.0,15.6,,,,,,34200.0
Asus,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,Windows 10,ssd,16.0,1280.0,15.6,,,,,,161910.0
HP,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,512.0,14.0,,,,,,188010.0
Acer,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,Windows 10,ssd,8.0,1152.0,15.6,,,,,,113400.0
HP,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,13.3,,,,,,107010.0
Dell,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,Windows 10,ssd,4.0,128.0,15.6,,,,,,49230.0
HP,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,hdd,4.0,500.0,14.0,,,,,,70110.0
Toshiba,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,ssd,4.0,128.0,13.3,,,,,,107550.0
HP,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,Windows 10,ssd,4.0,256.0,14.0,,,,,,98999.1
HP,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,4.0,256.0,14.0,,,,,,108450.0
HP,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,Windows 7,ssd,8.0,256.0,14.0,,,,,,130410.0
HP,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 930MX,Windows 10,ssd,8.0,256.0,14.0,,,,,,94433.4
HP,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,Windows 10,hdd,4.0,500.0,14.0,,,,,,61560.0
Dell,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,Windows 10,hybrid,8.0,1024.0,15.6,,,,,,85410.0
HP,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,hdd,4.0,500.0,12.5,,,,,,138510.0
HP,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,4.0,256.0,14.0,,,,,,143100.0
HP,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,Windows 10,ssd,8.0,256.0,14.0,,,,,,169848.9
HP,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,Windows 10,hdd,4.0,500.0,13.3,,,,,,72000.0
Toshiba,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,ssd,8.0,256.0,13.3,,,,,,108900.0
HP,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,Windows 10,ssd,4.0,256.0,15.6,,,,,,69299.1
Lenovo,Intel Core i7 6820HQ 2.7GHz,Nvidia Quadro 3000M,Windows 7,ssd,16.0,512.0,17.3,,,,,,267120.0
Toshiba,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,ssd,8.0,256.0,14.0,,,,,,134100.0
HP,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,Windows 10,ssd,8.0,256.0,14.0,,,,,,200610.0
Dell,Intel Core i3 6100U 2.3GHz,Intel HD Graphics 520,Windows 10,hdd,4.0,1024.0,15.6,,,,,,71639.1
