brand,cpu,gpu,os,storage_type,ram_gb,storage_gb,screen_inches,rating,warranty_years,cpu_physical_cores,cpu_threads,year,price
Xiaomi,13th Gen Intel Core i5 13500H,Intel Iris Xe Graphics,Windows 11 OS,ssd,165.0,512.0,16.0,57.0,1.0,12.0,16.0,2024.0,52990.0
Samsung,13th Gen Intel Core i7 1355U,Intel Iris Xe Graphics,Windows 11 OS,ssd,165.0,512.0,13.3,57.0,1.0,10.0,12.0,2023.0,129900.0
Apple,Apple M3 Max,30 Core GPU,Mac OS,ssd,36.0,1024.0,16.2,64.0,1.0,14.0,12.0,2023.0,320690.0
Apple,Apple M3 Pro,14 Core GPU,Mac OS,ssd,18.0,512.0,14.2,54.0,1.0,11.0,12.0,2023.0,186899.0
Lenovo,7th Gen AMD Ryzen 7 7840HS,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,ssd,165.0,512.0,15.6,71.0,1.0,12.0,16.0,2023.0,98790.0
Lenovo,AMD Athlon Silver 7120U,AMD Radeon 610M,Windows 11 OS,ssd,85.0,512.0,15.6,62.0,1.0,12.0,2.0,2023.0,24790.0
Apple,Apple M3,10 Core GPU,Mac OS,ssd,8.0,512.0,14.2,50.0,1.0,12.0,12.0,2023.0,154990.0
Acer,12th Gen Intel Core i3 1215U,Intel UHD Graphics,Windows 11 OS,ssd,84.0,512.0,15.6,54.0,1.0,12.0,8.0,2023.0,31990.0
Gigabyte,12th Gen Intel Core i7 12650H,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,ssd,164.0,512.0,15.0,66.0,2.0,10.0,16.0,2023.0,69990.0
Lenovo,7th Gen AMD Ryzen 5 7520U ,AMD Radeon Graphics,Windows 11 OS,ssd,85.0,512.0,15.6,50.0,1.0,12.0,8.0,2023.0,34821.0
Acer,13th Gen Intel Core i5 13420H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,ssd,164.0,512.0,15.6,61.0,1.0,12.0,12.0,2023.0,60999.0
Lenovo,12th Gen Intel Core i5 1240P,Intel Integrated Iris Xe,Windows 11 OS,ssd,165.0,512.0,14.0,62.0,1.0,12.0,16.0,2023.0,63700.0
Zebronics,11th Gen Intel Core i3 1125G4,Intel Integrated UHD,Windows 11 OS,ssd,84.0,512.0,15.6,51.0,1.0,12.0,8.0,2023.0,23990.0
Asus,12th Gen Intel Core i5 12500H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,85.0,512.0,17.3,66.0,1.0,12.0,16.0,2023.0,71990.0
MSI,7th Gen AMD Ryzen 5 7535HS,4 GB AMD Radeon RX6550M,Windows 11 OS,ssd,85.0,512.0,15.6,61.0,1.0,12.0,12.0,2023.0,49990.0
Asus,13th Gen Intel Core i9 13900H,Integrated Intel Iris Xe Graphics,Windows 11 OS,ssd,164.0,512.0,16.0,65.0,1.0,14.0,20.0,2023.0,77990.0
Dell,12th Gen Intel Core i5 1235U,Intel Integrated Graphics,Windows 11 OS,ssd,164.0,512.0,15.6,52.0,1.0,10.0,12.0,2092.0,52499.0
Chuwi,12th Gen Intel Core i3 1215U,Intel Integrated Intel UHD Graphics,Windows 11 OS,ssd,124.0,512.0,13.5,62.0,1.0,12.0,8.0,2023.0,27990.0
HP,12th Gen Intel Core i5 1235U,Intel Iris Xe Graphics,Windows 11 OS,ssd,84.0,512.0,15.6,53.0,1.0,10.0,12.0,2023.0,47990.0
Infinix,12th Gen Intel Core i3 1215U,Intel Integrated Iris Xe,Windows 11 OS,ssd,84.0,512.0,14.0,62.0,1.0,12.0,8.0,2023.0,29990.0
HP,5th Gen AMD Ryzen 5 5600H,4 GB AMD Radeon RX 6500M Graphics,Windows 11 OS,ssd,164.0,512.0,15.6,68.0,1.0,12.0,12.0,2023.0,52499.0
Asus,12th Gen Intel Core i7 12700H ,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,165.0,1024.0,15.6,72.0,1.0,14.0,20.0,2023.0,84990.0
MSI,11th Gen Intel Core i5 11260H,4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,ssd,84.0,512.0,15.6,60.0,2.0,12.0,12.0,2023.0,41990.0
Asus,11th Gen intel Core i3 1115G4,Intel UHD Graphics,Windows 11 OS,ssd,84.0,512.0,15.6,52.0,1.0,12.0,4.0,2023.0,31990.0
Lenovo,13th Gen Intel Core i7,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,other,512.0,8.0,11.0,60.0,1.0,12.0,12.0,2023.0,104990.0
HP,11th Gen Intel Core i5 11400H ,4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,ssd,164.0,512.0,16.1,71.0,1.0,12.0,12.0,2023.0,60200.0
Asus,12th Gen Intel Core i5 12500H ,Intel Iris Xe,Windows 11 OS,ssd,16.0,512.0,14.0,62.0,1.0,12.0,16.0,2023.0,67990.0
Acer,5th Gen AMD Ryzen 5 5500U,AMD Graphics,Windows 11 OS,ssd,164.0,512.0,15.6,56.0,1.0,12.0,12.0,2023.0,36990.0
Walker,Intel Celeron  N4020,Intel Integrated UHD Graphics,Windows 11 OS,ssd,44.0,128.0,14.1,62.0,1.0,12.0,2.0,2023.0,12990.0
Asus,12th Gen Intel Core i5 12450H,6 GB NVIDIA Geforce RTX 4050,Windows 11 OS,ssd,164.0,512.0,16.0,69.0,1.0,12.0,12.0,2023.0,76990.0
HP,13th Gen Intel Core i5 1340P,Intel Iris Xe Graphics,Windows 11 OS,ssd,164.0,512.0,14.0,64.0,1.0,12.0,16.0,2023.0,72490.0
Infinix,13th Gen Intel Core i5 13500H,Intel Integrated Iris Xe,Windows 11 OS,ssd,165.0,512.0,15.6,52.0,1.0,12.0,16.0,2023.0,49990.0
Dell,11th Gen Intel Core i5 1135G7,Intel UHD Graphics,Ubuntu OS,ssd,84.0,512.0,14.0,55.0,1.0,12.0,8.0,2023.0,37890.0
Dell,13th Gen Intel Core i5 1340P,Intel Iris Xe Graphics,Windows 11 OS,ssd,165.0,512.0,16.0,66.0,1.0,12.0,16.0,2023.0,72990.0
Acer,12th Gen Intel Core i3 1215U,Intel Iris Xe Graphics ,Windows 11 OS,ssd,84.0,512.0,15.6,53.0,1.0,12.0,8.0,2023.0,31990.0
Infinix,11th Gen Intel Core i3  1115G4,Intel Integrated UHD Graphics,Windows 11 OS,ssd,84.0,512.0,14.0,53.0,1.0,12.0,4.0,2023.0,25990.0
HP,5th Gen AMD Ryzen 7 5800H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,164.0,512.0,15.6,63.0,1.0,12.0,16.0,2023.0,64990.0
HP,12th Gen Intel Core i7 1255U,Intel Iris Xe,Windows 11 OS,ssd,164.0,512.0,15.6,61.0,1.0,10.0,12.0,2023.0,62842.0
Lenovo,12th Gen Intel Core i3 1215U,Intel Integrated UHD,DOS OS,ssd,84.0,512.0,14.0,62.0,1.0,12.0,8.0,2023.0,27799.0
HP,13th Gen Intel Core i5 1340P,Intel Integrated Integrated,Windows 11 OS,ssd,164.0,512.0,15.6,62.0,1.0,12.0,16.0,2023.0,68990.0
Asus,13th Gen Intel Core i5 13500H,4 GB NVIDIA Geforce RTX 3050,Windows 11 OS,ssd,164.0,512.0,14.0,64.0,1.0,12.0,16.0,2023.0,86990.0
HP,5th Gen AMD Ryzen 5  5600H ,4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,ssd,84.0,512.0,15.6,63.0,1.0,12.0,12.0,2023.0,52999.0
Asus,13th Gen Intel Core i9 13900H,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,ssd,165.0,1024.0,16.0,62.0,1.0,14.0,20.0,2023.0,149990.0
Acer,7th Gen AMD Ryzen 7 7735HS,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,165.0,512.0,15.6,68.0,1.0,12.0,16.0,2023.0,69990.0
Apple,Apple M2,10-Core GPU,Mac OS,ssd,84.0,256.0,15.3,52.0,1.0,12.0,12.0,2023.0,113690.0
HP,13th Gen Intel Core i5 1335U,Intel Integrated Iris Xe,Windows 11 OS,ssd,164.0,1024.0,14.0,65.0,1.0,10.0,12.0,2023.0,74990.0
MSI,13th Gen Intel Core i9 13900H,12 GB Nvidia GeForce RTX4080,Windows 11 OS,ssd,645.0,2048.0,17.3,62.0,2.0,14.0,20.0,2023.0,489883.0
Acer,7th Gen AMD Ryzen 5 7520U,AMD Radeon AMD,Windows 11 OS,ssd,85.0,512.0,15.6,50.0,1.0,12.0,8.0,2023.0,31990.0
Samsung,13th Gen Intel Core i7 1355U,Intel Iris Xe Graphics,Windows 11 OS,ssd,164.0,512.0,15.6,56.0,1.0,10.0,12.0,2023.0,81990.0
Samsung,13th Gen Intel Core i7 1355U,Intel Iris Xe Graphics,Windows 11 OS,ssd,164.0,512.0,15.6,62.0,1.0,10.0,12.0,2023.0,69990.0
HP,12th Gen Intel Core i9 12900HX,16 GB NVIDIA GeForce RTX 3080Ti,Windows 11  OS,ssd,325.0,2048.0,17.3,62.0,1.0,16.0,24.0,2023.0,195999.0
Dell,12th Gen Intel Core i7 12700H,6 GB NVIDIA GeForce RTX 3060,Windows 11 OS,ssd,165.0,1024.0,15.6,75.0,1.0,14.0,20.0,2023.0,99890.0
Acer,12th Gen Intel Core i5 1240P,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,ssd,164.0,512.0,15.6,68.0,1.0,12.0,16.0,2023.0,52990.0
Asus,6th Gen AMD Ryzen 7 6800H ,4 GB NVIDIA GeForce RTX 3050 Ti,Windows 11 OS,ssd,165.0,512.0,15.6,71.0,1.0,12.0,16.0,2022.0,72000.0
Asus,12th Gen Intel Core i5 12500H,Intel Iris Xe Graphics,Windows 11 OS,ssd,164.0,512.0,14.0,63.0,1.0,12.0,16.0,2023.0,64990.0
Dell,12th Gen Intel Core i5 12500H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,165.0,512.0,15.6,68.0,1.0,12.0,16.0,2023.0,73776.0
Dell,10th Gen Intel Core i7 10750H,4 GB NVIDIA ,Windows 10 OS,ssd,164.0,512.0,15.6,66.0,1.0,12.0,12.0,2023.0,184999.0
Lenovo,13th Gen Intel Core i5 1335U,Intel Integrated Iris Xe,Windows 11 OS,ssd,84.0,512.0,16.0,59.0,1.0,10.0,12.0,2023.0,63490.0
Infinix,13th Gen Intel Core i3 1315U,Intel Integrated Iris Xe,Windows 11 OS,ssd,84.0,512.0,16.0,52.0,1.0,12.0,8.0,2023.0,37990.0
Lenovo,12th Gen Intel Core i5 12450H,Intel Integrated UHD Graphics,Windows 11 OS,ssd,165.0,512.0,15.6,57.0,1.0,12.0,12.0,2023.0,53390.0
HP,13th Gen Intel Core i7 1355U,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,165.0,512.0,15.6,68.0,1.0,10.0,12.0,2023.0,120490.0
Lenovo,13th Gen Intel Core i3 1315U,Intel Integrated Iris Xe,Windows 11 OS,ssd,84.0,512.0,16.0,59.0,1.0,12.0,8.0,2023.0,42990.0
MSI,13th Gen Intel Core i5 13420H,Intel Integrated Iris Xe,Windows 11 OS,ssd,164.0,512.0,14.0,62.0,3.0,12.0,12.0,2023.0,87990.0
HP,7th Gen AMD Ryzen 5 7520U,AMD Radeon AMD,Windows 11 OS,ssd,85.0,512.0,15.6,56.0,1.0,12.0,8.0,2023.0,41990.0
Lenovo,4th Gen Intel Celeron N4020,Intel UHD Graphics 600,Windows 11 OS,ssd,84.0,512.0,15.6,62.0,1.0,12.0,2.0,2023.0,30700.0
Honor,13th Gen Intel Core i5 13420H,Intel UHD Graphics,Windows 11 OS,ssd,164.0,512.0,16.0,57.0,1.0,12.0,12.0,2024.0,79990.0
Honor,13th Gen Intel Core i5 13420H,Intel UHD Graphics,Windows 11 OS,ssd,164.0,512.0,14.0,54.0,1.0,12.0,12.0,2024.0,59990.0
Lenovo,7th Gen AMD Ryzen 7 7840U,AMD Radeon Integrated Graphics,Windows 11 OS,ssd,325.0,512.0,14.0,70.0,3.0,12.0,16.0,2023.0,109990.0
HP,8th Gen AMD Ryzen 5 8640HS,AMD Radeon Graphics,Windows 11 OS,ssd,165.0,512.0,14.0,68.0,1.0,12.0,12.0,2023.0,86990.0
HP,12th Gen Intel Core i3 1215U,Intel UHD Graphics,Windows 11 OS,ssd,84.0,512.0,15.6,55.0,1.0,12.0,8.0,2023.0,37490.0
MSI,Intel Core Ultra 7 Series 1 155H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,ssd,325.0,1024.0,15.6,62.0,2.0,16.0,22.0,2023.0,229990.0
MSI,8th Gen AMD Ryzen 7 8845HS,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,ssd,165.0,512.0,15.75,70.0,2.0,12.0,16.0,2023.0,104990.0
MSI,Intel Core Ultra 7 Series 1 155H,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,ssd,165.0,1024.0,15.6,68.0,2.0,16.0,22.0,2023.0,107990.0
MSI,Intel Core Ultra 5 Series 1 125H,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,ssd,165.0,1024.0,15.6,66.0,2.0,14.0,18.0,2023.0,99990.0
MSI,Intel Core Ultra 7 Series 1 155H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,ssd,165.0,1024.0,15.6,69.0,2.0,16.0,22.0,2023.0,114990.0
MSI,14th Gen Intel Core i9 14900HX,12 GB NVIDIA GeForce RTX 4080,Windows 11 OS,ssd,325.0,2048.0,17.0,62.0,2.0,24.0,32.0,2023.0,299990.0
MSI,13th Gen Intel Core i7 13700H,Intel Integrated Iris Xe,Windows 11 OS,ssd,324.0,1024.0,14.0,69.0,3.0,14.0,20.0,2023.0,109990.0
MSI,7th Gen AMD Ryzen 5 7535HS,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,ssd,164.0,512.0,15.6,69.0,2.0,12.0,12.0,2023.0,65990.0
MSI,7th Gen AMD Ryzen 5 7535HS,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,164.0,512.0,15.6,70.0,2.0,12.0,12.0,2023.0,71990.0
MSI,7th Gen AMD Ryzen 5 7535HS,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,ssd,164.0,512.0,15.6,71.0,2.0,12.0,12.0,2023.0,81990.0
MSI,7th Gen AMD Ryzen 7 7735HS,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,ssd,164.0,1024.0,15.6,73.0,2.0,12.0,16.0,2023.0,91990.0
MSI,Intel Core Ultra 9 Series 1 185H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,ssd,325.0,2048.0,16.0,62.0,2.0,16.0,22.0,2023.0,249990.0
MSI,14th Gen Intel Core i9 14900HX,12 GB NVIDIA GeForce RTX 4080,Windows 11 OS,ssd,325.0,2048.0,17.0,62.0,2.0,24.0,32.0,2023.0,279990.0
Chuwi,Intel ‎Celeron N4020,Intel HD Graphics,Windows 11 OS,ssd,83.0,256.0,15.6,62.0,1.0,12.0,2.0,2023.0,18990.0
HP,13th Gen Intel Core i7 13700HX,6 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,165.0,1024.0,16.1,72.0,1.0,16.0,24.0,2023.0,105990.0
Infinix,11th Gen Intel Core i5 1155G7,Intel Integrated Iris Xe,Windows 11 OS,ssd,84.0,512.0,14.0,52.0,1.0,12.0,8.0,2023.0,32990.0
Asus,13th Gen Intel Core i9 13900H,Intel Iris Xe Graphics,Windows 11 OS,ssd,165.0,1024.0,15.6,66.0,1.0,14.0,20.0,2023.0,110709.0
MSI,13th Gen Intel Core i7 13700H,Intel Integrated Iris Xe,Windows 11 OS,ssd,164.0,1024.0,15.6,61.0,1.0,14.0,20.0,2023.0,69990.0
MSI,13th Gen Intel Core i9 13900H,Intel Integrated Iris Xe,Windows 11 OS,ssd,164.0,1024.0,15.6,66.0,1.0,14.0,20.0,2023.0,79990.0
MSI,13th Gen Intel Core i5 13420H,Intel Integrated Iris Xe,Windows 11 OS,ssd,164.0,512.0,15.6,57.0,1.0,12.0,12.0,2023.0,59990.0
Chuwi,12th Gen Intel Celeron N100,Intel Integrated UHD Graphics,Windows 11 OS,ssd,85.0,256.0,15.6,62.0,1.0,12.0,4.0,2023.0,21990.0
HP,13th Gen Intel Core i5 1335U,Intel Iris Xe Graphics,Windows 11 OS,ssd,165.0,512.0,14.0,57.0,1.0,10.0,12.0,2023.0,70490.0
MSI,13th Gen Intel Core i7 13620H,Intel Integrated Iris Xe,Windows 11 OS,ssd,164.0,1024.0,14.0,64.0,3.0,10.0,16.0,2023.0,97990.0
MSI,Intel Core Ultra 7 Series 1 155H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,ssd,325.0,1024.0,16.0,62.0,2.0,16.0,22.0,2023.0,199990.0
MSI,13th Gen Intel Core i5 13420H,Intel Integrated Iris Xe,Windows 11 OS,ssd,164.0,512.0,14.0,56.0,1.0,12.0,12.0,2023.0,58990.0
MSI,Intel Core Ultra 9 Series 1 185H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,ssd,325.0,1024.0,16.0,62.0,2.0,16.0,22.0,2024.0,189990.0
Lenovo,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,ssd,165.0,512.0,15.6,68.0,1.0,12.0,12.0,2023.0,73882.0
Lenovo,11th Gen Intel Core i3 1115G4,Intel UHD Graphics,Windows 11 OS,ssd,84.0,512.0,15.6,62.0,1.0,12.0,4.0,2023.0,35500.0
Dell,12th Gen Intel Core i5 1240P,Intel Integrated,Windows 11 OS,ssd,164.0,512.0,16.0,66.0,1.0,12.0,16.0,2023.0,64990.0
MSI,Intel Core Ultra 7 Series 1 155H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,ssd,325.0,1024.0,16.0,62.0,2.0,16.0,22.0,2023.0,169990.0
MSI,13th Gen Intel Core i9 13900H,Intel Integrated Iris Xe,Windows 11 OS,ssd,164.0,1024.0,14.0,66.0,1.0,14.0,20.0,2023.0,78990.0
MSI,13th Gen Intel Core i7 13620H,Intel Integrated Iris Xe,Windows 11 OS,ssd,164.0,1024.0,14.0,60.0,1.0,10.0,16.0,2023.0,68990.0
MSI,Intel Core Ultra 7 Series 1 155H,Intel Integrated Arc,Windows 11 OS,ssd,165.0,1024.0,16.0,70.0,2.0,16.0,22.0,2023.0,119990.0
MSI,Intel Core Ultra 7 Series 1 155H,Intel Arc Graphics,Windows 11 OS,ssd,165.0,1024.0,13.3,69.0,2.0,16.0,22.0,2024.0,114990.0
MSI,Intel Core Ultra 5 Series 1 125H,Intel Arc Graphics,Windows 11 OS,ssd,165.0,1024.0,13.3,66.0,2.0,14.0,18.0,2023.0,99990.0
MSI,Intel Core Ultra 7 Series 1 155H,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,ssd,325.0,1024.0,16.0,62.0,2.0,16.0,22.0,2023.0,159990.0
Asus,14th Gen Intel Core i9 14900HX,12 GB NVIDIA GeForce RTX 4080,Windows 11 OS,ssd,325.0,2048.0,16.0,62.0,1.0,24.0,32.0,2024.0,289990.0
Asus,11th Gen Intel Core i5 11400H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,ssd,166.0,512.0,17.3,63.0,1.0,12.0,12.0,2023.0,65990.0
HP,5th Gen AMD Ryzen 7 5700U,AMD Radeon Radeon,Windows 11 OS,ssd,164.0,1024.0,15.6,63.0,1.0,12.0,16.0,2023.0,60490.0
Asus,Intel Core Ultra 5 Series 1 125H,Intel Arc Graphics,Windows 11 OS,ssd,165.0,1024.0,14.0,63.0,1.0,14.0,18.0,2024.0,102900.0
Dell,13th Gen Intel Core i3 1305U,Intel Integrated Graphics,Windows 11 OS,ssd,84.0,512.0,15.6,52.0,1.0,5.0,6.0,2023.0,39990.0
Lenovo,13th Gen Intel Core i5 1335U,Intel UHD Graphics,Windows 11 OS,ssd,164.0,512.0,14.0,55.0,1.0,10.0,12.0,2023.0,73990.0
Lenovo,12th Gen Intel Core i5 1235U,Intel Iris Xe Graphics,Windows 11 OS,ssd,164.0,512.0,15.6,60.0,1.0,10.0,12.0,2023.0,55990.0
Lenovo,Intel Core Ultra 5 Series 1 125H,Intel Arc Graphics,Windows 11 OS,ssd,165.0,1024.0,14.0,55.0,1.0,14.0,18.0,2023.0,79990.0
HP,13th Gen Intel Core i7 1355U,Intel Integrated Intel Iris Xe,Windows 11 OS,ssd,165.0,1024.0,14.0,60.0,1.0,10.0,12.0,2023.0,97990.0
Acer,Intel Core Ultra 5 Series 1 125H,Intel Integrated ARC Graphics,Windows 11 OS,ssd,165.0,512.0,14.0,56.0,1.0,14.0,18.0,2023.0,79799.0
HP,Intel Core Ultra 7 Series 1 155H,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,ssd,325.0,1024.0,16.0,62.0,1.0,16.0,22.0,2023.0,195990.0
Chuwi,10th Gen Intel Core i5 10210Y,Intel UHD Graphics,Windows 11 OS,ssd,123.0,512.0,12.0,62.0,1.0,12.0,8.0,2023.0,39990.0
HP,5th Gen AMD Ryzen 5 5500U,AMD Radeon Graphics,Windows 11 OS,ssd,164.0,1024.0,15.6,62.0,1.0,12.0,12.0,2023.0,55990.0
Acer,12th Gen Intel Core i3 1215U,Intel UHD Graphics,Windows 11 OS,ssd,164.0,1024.0,15.6,57.0,1.0,12.0,8.0,2023.0,38249.0
HP,7th Gen AMD Ryzen 7 7840HS,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,ssd,165.0,1024.0,16.1,75.0,1.0,12.0,16.0,2023.0,115999.0
Infinix,13th Gen Intel Core i7 1355U,Intel Integrated Iris Xe,Windows 11 OS,ssd,164.0,512.0,16.0,54.0,1.0,10.0,12.0,2023.0,52990.0
Dell,13th Gen Intel Core i7 13650HX,6 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,165.0,1024.0,15.6,69.0,1.0,14.0,12.0,2023.0,101990.0
Lenovo,12th Gen Intel Core i5 12450H,Intel Integrated UHD Graphics,Windows 11 OS,ssd,165.0,512.0,15.6,57.0,1.0,12.0,12.0,2023.0,54990.0
Lenovo,13th Gen Intel Core i7 13700H,Intel Integrated Iris Xe,Windows 11 OS,ssd,165.0,1024.0,14.0,57.0,1.0,14.0,20.0,2023.0,91990.0
Lenovo,Intel Pentium N100,Intel UHD Graphics,Chrome OS,hdd,44.0,128.0,14.0,62.0,1.0,12.0,4.0,2023.0,28190.0
Lenovo,MediaTek Kompanio 520 Kompanio 520,Arm Mali G52 MC2 2EE Graphics,Chrome OS,hdd,44.0,128.0,14.0,62.0,1.0,12.0,12.0,2023.0,15990.0
Lenovo,MediaTek Kompanio 520 Kompanio 520,Arm Mali G52 MC2 2EE Graphics,Chrome OS,hdd,84.0,128.0,14.0,62.0,1.0,12.0,12.0,2023.0,17990.0
Lenovo,13th Gen Intel Core i5 13450HX,6 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,165.0,512.0,15.6,66.0,1.0,10.0,16.0,2023.0,84990.0
Lenovo,13th Gen Intel Core i5 13420H,Integrated Intel UHD Graphics,Windows 11 OS,ssd,165.0,512.0,15.6,54.0,1.0,12.0,12.0,2023.0,59390.0
Lenovo,13th Gen Intel Core i7 13650HX,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,ssd,165.0,512.0,15.6,65.0,1.0,14.0,12.0,2023.0,99990.0
HP,7th Gen AMD Ryzen 5 7530U,AMD Radeon Graphics,Windows 11 OS,ssd,164.0,512.0,15.6,61.0,1.0,12.0,12.0,2023.0,58500.0
Lenovo,13th Gen Intel Core i3 1315U,Intel UHD Graphics,Windows 11 OS,ssd,85.0,512.0,14.0,59.0,1.0,12.0,8.0,2023.0,43990.0
Asus,11th Gen Intel Core i5 11400H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,ssd,84.0,512.0,17.0,59.0,1.0,12.0,12.0,2023.0,51990.0
HP,12th Gen Intel Core i5 1235U,Intel UHD Graphics,Windows 11 OS,ssd,84.0,512.0,15.6,55.0,1.0,10.0,12.0,2023.0,52500.0
Asus,MediaTek Kompanio Kompanio 520,Arm Mali G52 MC2 2EE,Chrome OS,hdd,84.0,128.0,14.0,62.0,1.0,12.0,12.0,2023.0,26990.0
Lenovo,12th Gen intel Core i5 12450HX,4 GB Intel Integrated ARC A530M,Windows 11 OS,ssd,85.0,512.0,15.6,57.0,1.0,12.0,12.0,2023.0,59990.0
Lenovo,13th Gen Intel Core i3 1315U,Intel UHD Graphics,Windows 11 OS,ssd,84.0,512.0,16.0,55.0,1.0,12.0,8.0,2023.0,49990.0
Lenovo,7th Gen AMD Ryzen 5 7530U,AMD Radeon AMD,Windows 11 OS,ssd,164.0,512.0,15.6,66.0,1.0,12.0,12.0,2023.0,52990.0
Lenovo,7th Gen AMD Ryzen 5 7530U,AMD Radeon AMD,Windows 11 OS,ssd,84.0,512.0,15.6,64.0,1.0,12.0,12.0,2023.0,39990.0
HP,Intel Core Ultra 7 Series 1 155H,Intel Arc Graphics,Windows 11 OS,ssd,325.0,2048.0,16.0,62.0,1.0,16.0,22.0,2023.0,174490.0
Acer,12th Gen Intel Core i5 1235U,Intel Iris Xe Graphics,Windows 11 OS,ssd,164.0,1024.0,15.6,60.0,1.0,10.0,12.0,2023.0,49199.0
HP,Intel Core Ultra 7 Series 1 155H,Intel Arc Graphics,Windows 11 OS,ssd,325.0,1024.0,14.0,75.0,1.0,16.0,22.0,2023.0,159990.0
HP,Intel Core Ultra 7 Series 1 155H,Intel Arc Graphics,Windows 11 OS,ssd,325.0,1024.0,14.0,75.0,1.0,16.0,22.0,2023.0,159990.0
HP,14th Gen Intel Core i7 14700HX,8 GB NVIDIA GeForce RTX 4070,Windows 11 OS,ssd,165.0,1024.0,16.1,62.0,1.0,20.0,28.0,2023.0,176499.0
Chuwi,12th Gen Intel N100 N100,Intel Integrated UHD Graphics,Windows 11 OS,ssd,85.0,256.0,14.1,62.0,1.0,12.0,4.0,2023.0,20990.0
Asus,11th Gen Intel Core i5 1135G7,Intel Integrated Intel UHD,Windows 11 OS,ssd,164.0,512.0,14.0,53.0,1.0,12.0,8.0,2023.0,43990.0
Acer,13th Gen Intel Core i5 13420H,6 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,165.0,512.0,15.6,60.0,1.0,12.0,12.0,2023.0,73223.0
Lenovo,13th Gen Intel Core i3 1305U,Integrated Intel UHD Graphics,Windows 11 OS,ssd,85.0,512.0,15.6,62.0,1.0,5.0,6.0,2023.0,43990.0
Chuwi,10th Gen Intel Core i5 1035G1,Intel UHD Graphics,Windows 11 OS,ssd,164.0,512.0,14.0,51.0,1.0,12.0,8.0,2023.0,34990.0
Avita,5th Gen AMD Ryzen 5 5500U,AMD Radeon,Windows 11 OS,ssd,84.0,256.0,14.0,62.0,1.0,12.0,12.0,2023.0,32971.0
Ultimus,Intel Celeron N4020,Intel Integrated UHD Graphics,Windows 11 OS,ssd,84.0,256.0,14.1,62.0,1.0,12.0,2.0,2023.0,15990.0
Lenovo,11th Gen Intel Core i5 L16G7,Intel Integrated Graphics,Windows 10 OS,ssd,84.0,1024.0,13.3,57.0,1.0,5.0,5.0,2023.0,145000.0
Lenovo,13th Gen Intel Core i5 13420H,Integrated Intel UHD Graphics,Windows 11 OS,ssd,165.0,512.0,15.6,54.0,1.0,12.0,12.0,2023.0,59490.0
Dell,13th Gen Intel Core i5 13450HX,6 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,165.0,1024.0,15.6,68.0,1.0,10.0,16.0,2023.0,82490.0
Dell,13th Gen Intel Core i9 13900HX,8 GB NVIDIA GeForce RTX 4070,Windows 11 OS,ssd,165.0,1024.0,16.0,77.0,1.0,24.0,32.0,2023.0,187490.0
